TYPE	WHO	LANGID	BORN PLACE	WEAPONS	FLOWERS	INSTRUMENTS	INSECTS	PLEASANT	UNPLEASANT
original	anonymous	de21	Sulzbach, Germany	Schwert, Dolch, Säbel, Gewehr, Pistole, Revolver, Granate, Bombe, Armbrust, Messer, Schlagring, Schlagstock, Harpune, Kanone, Rakete, Torpedo, Peitsche, Elektroschocker, Miene, Steinschleuder, Klinge, Wasserwerfer, Pfefferspray, Scharfschützengewehr, Maschinengewehr	Rose, Tulpe, Nelke, Gänseblümchen, Margarite, Lilie, Orchidee, Vergissmeinnicht, Krokusse, Sonnenblume, Glockenblume, Primel, Flieder, Schnittblume, Veilchen, Mohnblume, Löwenzahn, Lavendel, Wildrose, Wasserrose, Osterglocke, Steifmütterchen, Narzisse, Holunder, Wachsblume	Violine, Klavier, Piano, Cello, Kontrabass, Flöte, Querflöte, Oboe, Englischhorn, Harfe, Viola, Bratsche, Klarinette, Posaune, Trompete, Horn, Saxophon, Tuba, Panflöte, Gitarre, Schlagwerk, Pauke, Timpani, Glockenspiel, Xylophon	Marienkäfer, Hirschkäfer, Schmetterling, Zitronenfalter, Fliege, Mücke, Pfauenauge, Grashüpfer, Heuschrecke, Biene, Wespe, Hornisse, Libelle, Gottesanbeterin, Bremse, Moskito, Schabe, Kakerlake, Stinkkäfer, Mistkäfer, Maikäfer, Laus, Ameise, Wanze, Floh	Sonne, Blumen, Schokolade, Achterbahn, Zuckerwatte, Süßigkeiten, Abenteuer, Urlaub, Ferien, Freunde, Wärme, Licht, Partnerschaft, Liebe, Hobbies, Freizeit, Hochzeit, Märchen, Natur, Ausflüge, Glitzer, Musik, Feier, Party, Frieden	Krieg, Gewalt, Rassismus, Sexismus, Missbrauch, Zerstörung, Unterdrückung, Steuern, Katastrophe, Not, Elend, Verwüstung, Krankheit, Insolvenz, Armut, Hunger, Schmerzen, Klimawandel, Überschwemmung, Kälte, Angst, Bedrohung, Streit, Konflikt, Hilflosigkeit
original	anonymous	de22	Rüdesheim am Rhein, Germany	Schwert,Bogen,Speer,Dolch,Zweihänder,Lanze,Gewehr,Kanone,Muskete,Haubitze,Panzer,Maschinengewehr,Morgenstern,Pistole,Revolver,Bomber,Jagdflugzeug,Kampfjet,Raketenwerfer,Panzerfaust,Granate,Tretmine,Knüppel,Katapult,Armbrust	Rose,Gänseblümchen,Tulpe,Löwenzahn,Lavendel,Kamille,Sonnenblume,Schneeglöckchen,Distel,Narzisse,Veilchen,Orchidee,Krokus,Stiefmütterchen,Maiglöckchen,Klee,Mohn,Osterglocke,Lilien,Nelke,Geranie,Vergissmeinnicht,Edelweiß,Dahlie,Chrysantheme	Gitarre,Piano,Schlagzeug,Bass,Trompete,Synthesizer,Triangel,Becken,Violine,Klarinette,Posaune,Flöte,Saxophon,Trommel,Xylophon,Harfe,Akkordeon,Rassel,Banjo,Orgel,Pauke,Panflöte,Okarina,Regenmacher,E-Gitarre	Marienkäfer,Fliege,Mücke,Hummel,Wespe,Snarke,Ameise,Dungkäfer,Bremse,Kakerlake,Hornisse,Schwebfliege,Weberknecht,Kellerassel,Tausenfüßler,Libelle,Wasserläufer,Heuschrecke,Schmetterling,Raupe,Motte,Schabe,Gottesanbeterin,Nashornkäfer,Stabschrecke	Musik,Essen,Ruhe,weich,süß,Kunst,Pause,Sonne,Freude,Freunde,Abend,Wochenende,Spiel,Spaß,Massage,kühl,warm,saftig,geschmeidig,Feuerwerk,Lagerfeuer,Bett,Meer,Strand,Geschenk	Gestank,Lärm,Schmerz,heiß,kalt,Alptraum,Lüge,rau,hart,ekelig,Insektenstich,Schwellung,Müde,Kribbeln,Prüfung,Schuld,Wund,Verlust,Müll,Schmutz,Versagen,Hilflos,matschig,stachelig,peinlich
original	anonymous	de23	Kiel, Germany	Pistole, Knarre, Gewehr, Schwert, Messer, Sichel, Axt, Granate, Bombe, Katapult, Schlagstock, Schlagring, Kanone, Waffe, Mine, Pfeil, Speer, Seil, Säbel, Panzer, Dynamit, Revolver, Wurfstern, Peitsche, Rakete	Rose, Tulpe, Narzisse, Margerite, Hyazinthe, Aster, Akelei, Primel, Schlüsselblume, Gänseblümchen, Löwernzahn, Sonnenblume, Efeu, Clematis, Mohn, Glockenblume, Vergissmeinnicht, Veilchen, Stiefmütterchen, Anemone, Kornblume, Habichtskraut, Krokus, Schneeglöckchen, Maiglöckchen	Klavier, Guitarre, Flöte, Triangel, Schlagzeug, Kontrabass, Geige, Klarinette, Tompete, Trommel, Saxophon, Xylophon, Akkordeon, Mundharmonika, Harfe, Tamburin, Ukulele, Orgel, Ratsche, Bratsche, Posaune, Oboe, Horn, Pauke, Rassel	Spinne, Wespe, Biene, Hornisse, Käfer, Regenwurm, Fliege, Maikäfer, Marienkäfer, Schmetterling, Motte, Larve, Ameise, Tausendfüßler, Mücke, Libelle, Laus, Heuschrecke, Gottesanbeterin, Schuster, Schnake, Grille, Glühwürmchen, Wanze, Ohrenkneifer	Sonne, Essen, Freizeit, Freundschaft, Liebe, Tiere, Natur, lila, Reisen, Gemütlichkeit, Ruhe, Humor, Gelassenheit, Lächeln, Freude, Zeit, Schokolade, Kreativität, Musik, Authentizität, Verständnis, Ehrlichkeit, reflektiert, Mut, Neugier	Stress, Druck, Frustration, Rücksichtslosigkeit, laut, unverschämt, penetrant, Egoismus, Bevormundung, Lärm, Verrat, Unehrlichkeit, engstirnig, Faulheit, Einfallslosigkeit, Geltungsbedürfnis, Abhängigkeit, Perspektivlosigkeit, Verzweiflung, Angst, Verschwendung, Profitgier, Schmerzen, Enttäuschung, Krankheit
original	anonymous	de24	Salzburg, Austria and Scheinfeld, Germany	Schwert, Degen, Dolch, Pistole, Revolver, Gewehr, Maschinengewehr, Messer, Schlagring, Schlagstock, Tränengas, Speer, Bajonett, Säbel, Wasserwerfer, Betäubungsspritze, Bombe, Rakete, Torpedo, Lanze, Morgenstern, Lasso, Kanone, Rammbock, Taser	Tulpe, Gänseblümchen, Rose, Veilchen, Löwenzahn, Pusteblume,  Stiefmütterchen, Primel, Krokus, Butterblume, Mohn, Schneeglöckchen, Margarite, Klee, Schlüsselblume, Nazisse, Osterglocke, Nelke, Winterling, Märzenbecher, Immergrün, Kamille, Kornblume, Königskerze, Schlotfeger	Geige, Klavier, Flöte, Gitarre, Cello, Bratsche, Trompete, Saxophon, Posaune, Trommel, Waldhorn, Klarinette, Oboe, Kontrabass, Schlagzeug, Glockenspiel, Orgel, Violine, Pfeife, Okarina, Akkordeon, Mundharmonika, Maultrommel, Leier, Harfe	Ameise, Schmetterling, Grashüpfer, Kellerassel, Ohrenhöhler, Biene, Hummel, Wespe, Hornisse,  Schnak, Fliege, Mücke, Wasserläufer, Tausendfüßler, Fruchtfliege, Silberfischchen, Motte, Nachtfalter, Bremse, Libelle, Termite, Käfer, Maikäfer, Marienkäfer, Hirschkäfer	süß, Sonne, Schnee, Licht, Regen, weich, warm, satt, ruhig, lustig, freundlich, Freunde, Familie, Besuch, Spiele, Haustier, Katze, Hund, backen, Sofa, gemütlich, Kerze, Geschenke, Erfolg, Frieden	gemein, Dieb, grau, traurig, Einsamkeit, zurückgelassen, Armut, Not, Unglück, beschädigt, arbeitslos, Trennung, Tod, Schmerz, Niederlage, Hunger, Stress, überfordert, Langeweile, besoffen, Sucht, eng, Streit, Lärm, Gestank
original	anonymous	de25	Vienna, Austria	Pistole, Gewehr, Schwert, Dolch, Messer, Schere, Pfefferspray, Schlagstock, Stein, Bogen, Seil, Gift, Säure, Axt, Kettensäge, Hammer, Auto, Lanze, Katapult, Kanone, Blasrohr, Bombe, Schrotflinte, Elektroschocker, Machete	Rose, Tulpe, Gänseblümchen, Löwenzahn, Enzian, Veilchen, Orchidee, Holunder, Lilie, Dahlie, Hortensie, Narzisse, Sonnenblume, Nelke, Edelweiß, Schneeglöckchen, Lupine, Geranie, Mohnblume, Maiglöckchen, Hyazinthe, Männertreu, Chrysantheme, Fuchsie, Petunie	Gitarre, Klavier, Keyboard, Trompete, Oboe, Klarinette, Blockflöte, Querflöte, Triangel, Violine, Viola, Cello, Kontrabass, Trommel, Schlagzeug, Saxophon, Orgel, Zierharmonika, Harfe, Xylophon, Mundharmonika, Tuba, Posaune, Waldhorn, Pauke	Biene, Wespe, Libelle, Fliege, Wanze, Spinne, Marienkäfer, Grashüpfer, Zitronenfalter, Motte, Käfer, Hornisse, Schmetterling, Zecke, Ameise, Hummel, Floh, Schabe, Ohrwurm, Regenwurm, Eintagsfliege, Laus, Heuschrecke, Raupe, Stinkwanze	Sonnne, Urlaub, Wärme, Palmen, Essen, Natur, Ferien, Strand, Meer, Ruhe, Wasser, Musik, Schlaf, Geld, Liebe, Freundschaft, Zufriedenheit, Glück, Internet, Sport, Garten, Sommer, Gras, Luftballons, Adrenalin 	laut, Schule, kalt, Autos, Stress, Trauer, Tod, Schlaflosigkeit, Hunger, Durst, Krieg, Folter, Mord, Einsamkeit, Menschen, Wartezeit, Völkermord, Angst, Wut, Hausarbeiten, Teamarbeit, trostlos, Verlust, dumm, Verzweiflung
original	anonymous	de26	Kassel, Germany	Gewehr, Dolch, Messer, Speer, Morgenstern, Schwert, Pistole, Maschinengewehr, Schrotflinte, Klappmesser, Axt, Armbrust, Pfeil und Bogen, Katapult, Kanone, Degen, Säbel, Lanze, Revolver, Beil, Hellebarde, Maschinenpistole, Schleuder, Schlagring, Schlagstock	Veilchen, Vergissmeinnicht, Stiefmütterchen, Tulpe, Rose, Nelke, Lilie, Ranunkel, Ringelblume, Edelweiß, Gänseblümchen, Schlüsselblume, Krokus, Maiglöckchen, Osterglocke, Schneeglöckchen, Herbstzeitlose, Heidekraut, Klatschmohn, Kornblume, Sonnenblume, Begonie, Gladiole, Löwenmäulchen, Glockenblume	Klavier, Gitarre, Blockflöte, Querflöte, Klarinette, Oboe, Geige, Cello, Kontrabass, Akkordeon, Cembalo, Orgel, Trommel, Horn, Trompete, Saxofon, Keyboard, Xylophon, Mandoline, Laute, Harfe, Jagdhorn, Pauke, Triangel, Rassel	Spinne, Heuschrecke, Grashüpfer, Ameise, Biene, Wespe, Hummel, Tausendfüßler, Kellerassel, Marienkäfer, Hornisse, Raupe, Weberknecht, Schnake, Mücke, Bremse, Fliege, Fruchtfliege, Regenwurm, Wanze, Motte, Libelle, Grille, Floh, Silberfischchen	warm, hell, Duft, Sonne, Kuchen, Urlaub, Blume, Natur, froh, glücklich, Garten, Liebe, Freunde, Spiel, lustig, Glück, Freundschaft, erfüllt, zufrieden, offen, freundlich, Lachen, Freizeit, weich, frei	kalt, feucht, Schimmel, Streit, Wut, Trauer, unfreundlich, abweisend, Gewalt, Schmerz, Ekel, Krankheit, unzufrieden, ärgerlich, Zwang, Konflikt, Krieg, hart, abstoßend, unruhig, verwirrt, Unsicherheit, Lüge, gemein, überfordert
original	anonymous	ar1	Liban, Liban	سهم,مسدس,صاروخ,قذيفة,رمح,فئس,سيف,خنجر,ديناميت,شفرة,غاز مسيل للدموع,رصاص مطاط,قنبلة,نقيفة,سكين,مدفع,كرباج,ساطور,بندقية,دبّابة,خردقة,صولجان,سوط,خازوق,بارود	غملول,لحلاح,نرجس,سوسن,شنداب,أوركيد,ورد الجوري,ارطنسيا,جيرانيوم,جعدة,ضرم,جنطيانا,نفل,زنبق,بنفسج,شبرق,ديوك الجبل,جلبان,ورد,زهر,قندول,ورد الشمس,قرنفل,جريس,رعراع	عود‎,قنبوي,بزق‎‎,سيتار,مجوز,طبل,مزمار,ريق,دف,نقاره,ناي,قانون,سنطور,ربابة,بيانو,جيتار,كمنجة,بوق,تشيللو,أكوردييون,قيثارة,أوبوا,زمخر,جرس,ساكسوفون	نملة,نحلة,ذبانة,بعوضة,عنكبوت,دبور,دودة,فراشة,صرصور,خنفساء,جرادة,يرقة,يعسوبة,يراعة,برغوثة,جندب,عقرب,قملة,دعسوقة,زيز,أرضة,صرّار,حريشة,حشرة الفرشة,حشرج العتة	حنين,جمال,استراحة,متعة,أناسة,سعادة,شبع,لطف,وداد,صداقة,أناقة,عائلة,أمّ,نجاح,ابتسام,ضحك,نقاء,طبيعة,بيت,راحة,أكل,نوم,نسيم,دفء,أمان	قرف,قذارة,عرق,حرارة,برد,جشع,طمع,سرقة,فساد,قتل,موت,ظلم,خطيئة,كذب,سرطان,مرض,عفونة,صعوبة,قلق,خوف,ألم,ضرر,جرح,سرقة,شرّ
original	anonymous	bg1	Sofiaç, Bulgaria	пистолет,автомат,танк,бомба,граната,мина,меч,щит,лък,стрела,арбалет,бомбардировач,пушка,чук,брадва,нож,копие,бухалка,тояга,сълзотворен газ,кама,топ,катапулт,ракета,подводница	роза,здравец,маргарита,лайка,невен,трендафил,кокиче,минзухар,лале,зюмбюл,слънчоглед,мушкато,теменуга,люляк,детелина,глухарче,петуния,лилия,хортензия,карамфил,хризантема,бегония,мак,нарцис,иглика	китара,цигулка,флейта,пиано,виолончело,контрабас,гъдулка,обой,кавал,гайда,тромпет,туба,саксофон,арфа,барабан,хармоника,акордеон,тамбура,тромбон,дайре,тъпан,кларинет,виола,орган,ксилофон	муха,комар,пчела,пеперуда,хлебарка,оса,водно конче,калинка,вонещица,дървояд,мравка,скакалец,паяк,гъсеница,бръмбар,светулка,молец,стоножка,щурец,бълха,божа кравичка,богомолка,търтей,дървеница,ларва	обич,любов,мир,радост,приятели,свобода,празник,удоволствие,семейство,музика,природа,толерантност,почивка,ваканция,разходка,прегръдка,милувка,усмивка,човечност,справедливост,здраве,щастие,успех,късмет,мечта	болест,война,караница,катастрофа,инцидент,смърт,мъка,болка,тъга,мръсотия,неуспех,хаос,престъпление,корупция,несправедливост,омраза,нападение,бедност,мизерия,глад,затвор,насилие,зло,страх,безпокойство
original	anonymous	bn	Dhaka, Bangladesh	কাটারি, তীর, ধনুক, ব্লেড, চুরি, দাও, কাচি, ধা, বর্শা, ছর্কি, গুলতি, এয়ার গান, রামদা, কুড়াল, পিস্তল, বন্দুক, ঢাল, তলোয়ার, চাপাটি, ছড়া, হাতুড়ি, লাঠি, গোলা, চাক্রাম, বটি	বকুল, বেলি, চম্পা, জবা, গোলাপ, জেসমিন, কদম, কলমি, কৃষ্ণচূড়া, পলাশ, শিমুল, সূর্যমুখী, টগর, শাপলা, শিউলি, গন্ধরাজ, গাদা, হাস্নাহেনা, কাঁশফুল, পদ্দ, ডালিয়া, সর্পগন্ধা, অপরাজিতা, কচুরিফুল, রক্তজবা	সারেঙ্গী, সুরশিঙ্গার, এস্রাজ, সুরবাহার, বিনা, সানাই, বাঁশি, সারোদ, তানপুরা, সীতার, বেহালা, তবলা, হারমকিনা, খোল, শুরমণ্ডল, সন্তুর, খঞ্জনি, একতারা, দোতারা, খামাকা, গিটার, দামারু, সারিন্দা, তাউস, পিয়ানো	ছারপোকা, মাছি, মশা, জোঁক, উকুন, উইপোকা, কেঁচো, গুটিপোকা, জোনাকি পোকা, ঝিঝি পোকা, পিঁপড়া, প্রজাপতি, ভিমরুল, বল্লা, মৌমাছি, মাকড়শা, তেলাপোকা, বিচ্ছু, গান্ধী পোকা, গয়াল, ফড়িং, গুবরে পোকা, কৃমি, বিছা, শ্যামা পোকা	গান, খাবার, গল্প, বই, নাটক, আম্মু, বিড়াল, বন্ধু, চা, ঠান্ডা বাতাস, সবুজ গাছ, চাঁদ, রোদ, নদী, পানি, ছায়া, পুকুর, ঈদ, বৈশাখ, ভাই, আপু, বিছানা, আড্ডা, ঘুম, বিকাল	ঝগড়া, মিথ্যা, তর্ক, চুরি, পাদ, মদ, গাজা, সিগারেট, খুন, ব্যর্থতা, কটুউক্তি, অপারগতা, তিক্ততা, ঝাল, গরম, গান্ধী পোকা, তেলাপোকা, পাগল, দুর্গন্ধ, গণ পায়খানা, ঘাম, অপরিষ্কার, চাপামারা, অহংকার, নকল
original	anonymous	ca1	Barcelona, Catalonia	fletxa, pistola, rifle, fusell, escopeta, ganivet, trabuc, canó, metralladora, revòlver,  ballesta, catapulta, morter, baioneta, daga, colt, destral, espasa, floret, katana, llança, navalla, punyal, trabuquet, falç	rosa, margarida, rosella, gladiol, orquídea, lliri, gerani, petunia, gessamí, flor de nit, crisantem, lavanda, girasol, hortènsia, jacint, begònia, clavell, pensament, tulipa, magnòlia, hibiscus, dàlia, lotus, nenúfar, viola	piano, guitarra, flauta, acordió, tambor, flautí, trombó, orgue, teclat, violoncel, xel·lo, baix, contrabaix, tuba, gralla, castanyoles, violí, bateria arpa, saxòfon, tenora, clarinet, pandereta, timbal, carrilló	mosca, mosquit, aranya, escarabat, termita, abella, marieta, formiga, corc, centpeus, cuc, saltamartí, llagosta, vespa, borinot, xinxa, fil·loxera, papallona, tisoretes, mantis religiosa, escorpí, àcar, libellula, abellot, taràntula	felicitat, calma, amor, amistat, salut, alegria, festa, esport, llibertat, natura, passeig, victoria, relax, lectura, cinema, xerrada, bonic, acolorit, pau, gespa, bosc, abraçada, nen, somriure, company	dolor, mal, tristesa, mort, presó, opressió, enfermetat, lleig, maltractament, estrés, lluita, insult, repressió, pudor, sang, derrota, soroll, depressió, destrucció, terror, crits, guerra, odi, por, traició
original	anonymous	ca2	Barcelona, Catalonia	espasa, sabre, floret, daga, falcata, navalla, llança, martell de guerra, alabarda, destral, simitarra, punyal, arc, ballesta, katana, maça, fuet, catapulta, pistola, revòlver,  fusell, escopeta, metralleta, canó, míssil	pensament, crisantem, clavell, rosa, gira-sol, lliri, lotus, carxofa, margarita, clavell moro, gladiol, tarongina, petunia, lliri d'aigua, hepàtica, romaní, farigola, lis, edelweiss, hortènsia, campànul·la, violeta, boixet, dent de lleó, iris	violí, viola, violoncel,  piano, pianola, clavicembal, arpa, lira, campana, sac de gemecs,  acordió,  flauta dolça, flauta travessera, contrabaix, oboè, gralla, trompeta, trombó, tuba, guitarra, baix, xilòfon, cornamussa, flautí, timbal	escarabat, marieta, bernat, borinot, abella, vespa,  saltamartí, espiadimonis, centpeus, sabater, porquet de Sant Antoni, mosca, mosquit, tàvec, formiga, corc, aranya, escorpí, plegamans, opilió, escolopendra, tèrmit, taràntula, peixet, grill	felicitat, alegria, joia, content, confortable, dolç, llar, comoditat, diversió, intimitat, companyia, muntanya, oci, joc, cinema, lectura, fantasia, ciència-ficció,  parella, sopar, concert, amistat, salut, tranquil·litat,  pau	infelicitat, tristor, depressió, enuig, incomoditat, agre, extrany, avorriment, soledat, rutina, ignorància, pena, odi, guerra, incomprensió, abandó, oblit, formatge, ranci, podrit, malaltia, mort, futbol, ruïna, pobresa
original	anonymous	el1	Thessaloniki, Greece 	Μαχαίρι, μπαλτάς, πιστόλι, τσεκούρι, καραμπίνα, δίκαννο, αεροβόλο, στιλέτο, λόγχη, σπαθί, ξίφος, καταπέλτης, κανόνι, σουγιάς, πυροβόλο, πολυβόλο, βόμβα, χειροβομβίδα, ρουκέτα, δρεπάνι, ρόπαλο, τόξο, βαλλίστρα, μπαζούκα, τέιζερ	Μαργαρίτα, παπαρούνα, τριαντάφυλλο, γαρδένια, γαρύφαλλο, πετούνια, ιβίσκος, ορτανσία, βιγόνια, γιασεμί, υάκινθος, γεράνι, ντάλια, κρίνος, νυχτολούλουδο, αγιόκλημα, πανσές, σκυλάκι, βιολέτα, νάρκισσος, νούφαρο, ακακία, αμαρυλλίς, ανεμώνη, καμπανούλα	Πιάνο, κιθάρα, βιόλα, βιολοντσέλο, βιολί, μπάσο, ντραμ, τύμπανο, σαξόφωνο, φλάουτο, φλογέρα, λαγούτο, λύρα, ντέφι, άρπα, κλακέτες, ξυλόφωνο, τρομπέτα, τούμπα, αρμόνιο, μπουζούκι, μπαγλαμάς, μαντολίνο, κόρνα, κλαρίνο 	Μύγα, κουνούπι, μέλισσα, σφήκα, κατσαρίδα, ακρίδα, αλογάκι της Παναγίας, τζίτζικας, γρύλος, σκορπιός, αράχνη, σαρανταποδαρούσα,    πασχαλίτσα, σκαθάρι, σκαραβαίος, πυγολαμπίδα, μυρμήγκι, πεταλούδα, λιβελούλα, κάμπια, βρομούσα, νυχτοπεταλούδα, κοριός, ψύλλος, ψαλίδα 	Χαρά, ευτυχία, φιλοξενία, φιλότιμο, εκτίμηση, ηρεμία, αρμονία, αγαλλίαση, αγάπη, υγεία, φιλία, εμπιστοσύνη, έρωτας, φροντίδα, στοργή, σεβασμός, αναγνώριση, άμιλλα, ευγένεια, υποστήριξη, αλληλεγγύη, συμπαράσταση, συμπάθεια, προστασία, ζεστασιά 	Μίσος, πόλεμος, αντιπάθεια, εχθρότητα, ανταγωνισμός, ζήλια, φθόνος, πόνος, λύπη, χαιρεκακία, οργή, εκδίκηση, σύγκρουση, μοναξιά, ρατσισμός, ψέμα, υποτίμηση, οκνηρία, εγωισμός, απληστία, κακία, ύπουλος, προδοσία, απιστία, ανευθυνότητα 
original	anonymous	el2	Pireus, Greece	Πιστόλι, δόρυ, μαχαίρι, τόξο, κανόνι, βόμβα, χειροβομβίδα, τορπίλη, σφαίρα, σουγιάς, οβίδα, πύραυλος, πυροβόλο, σπαθί, βαλλίστρα, τσεκούρι, τρίαινα, πέλεκυς, φλογοβόλο, σφεντόνα, στιλέτο, πυρίτιδα, βέλος, ρόπαλο, λοστός	Τριαντάφυλλο, μαργαρίτα, χρυσάνθεμο, ανεμώνη, κυκλάμινο, σκυλάκια, παπαρούνα, γαρδένια, γιασεμί, αγιόκλημα, γεράνι, βουκαμβίλια, γαρύφαλλο, κρίνος, ηλίανθος, λαντάνα, πικροδάφνη, φούλι, κατιφές, φρέζια, βιγόνια, πετούνια, ασφόδελος, καμπανούλα, πανσές	Μπουζούκι, μπαγλαμάς, ζουρνάς, λύρα, πιάνο, βιολί, κιθάρα, ακορντεόν, φλάουτο, κλαρίνο, ντέφι, μαντολίνο, κανονάκι, λαούτο, τουμπελέκι, νταούλι, άρπα, σάλπιγγα, φλογέρα, τσέλο, βιόλα, φυσαρμόνικα, σαξόφωνο, ούτι, πιατίνια	Μύγα, κουνούπι, πυγολαμπίδα, κατσαρίδα, μυρμήγκι, τερμίτης, πασχαλίτσα, σκαθάρι, μέλισσα, σφήκα, λιβελούλα, τζιτζίκι, ακρίδα, γρύλος, βρωμούσα, ψείρα, κοριός, αλογάκι της Παναγίας, πεταλούδα, μελίγκρα, αράχνη, σαράκι, σκνίπα, τσιμπούρι, ψύλλος	Κέφι, θάλασσα, ήλιος, παραλία, μεζεδάκια, οικογένεια, φιλία, αλμύρα, κύμα, αγάπη, καλοσύνη, φιλότιμο, γενναιοδωρία, βοήθεια, συμπόνια, αλληλεγγύη, αγκαλιά, χάδι, φιλοξενία, φιλί, θαλπωρή, μουσική, χορός, μαγειρική, ξεγνοιασιά 	Έπαρση, κακία, μίσος, φανατισμός, θρησκεία, στενόμυαλος, ρατσισμός, ξενοφοβία, μισογυνισμός, γυναικοκτονία, κακοποίηση, κατάθλιψη, βιασμός, βία, κουτοπονηριά, οπαδιλίκι, ελιτισμός, σεξισμός, αγένεια, πόλεμος, αντιεπαγγελματικός, εξάρτηση, πόνος, θρήνος, αδικία
original	anonymous	el3	Thessaloniki, Greece	μαχαίρι, σουγιάς, πιστόλι, φαλτσέτα, περίστροφο, καραμπίνα, μολότοφ, αλυσίδα, βόμβα, χειροβομβίδα, αντιαρματικό, οπλοπολυβόλο, πολυβόλο, κανόνι, σφαίρα, αντιαεροπορικό, οβίδα, χατζάρι, σπαθί, τανκ, γκλομπ, παλούκι, νυστέρι, σπιρούνι, δυναμίτης	παπαρούνα, μαργαρίτα, πετούνια, κατιφές, χρυσάνθεμο, ηλιοτρόπιο, τριαντάφυλλο, γαρύφαλλο, κολοκυθανθός, χαμομήλι, βιολέτα, αμυγδαλιά, πορτοκαλιά, λεμονιά, λεβάντα, μενεξές, κυκλάμινο, χρυσάνθεμο, αγριολούλουδο, νυχτολούλουδο, σκυλάκι, ορχιδέα, βουκαμβίλια, μπιγκόνια, αζαλέα	μπουζούκι, κιθάρα, μπαγλαμάς, πιάνο, βιολί, βιόλα, τσέλο, κοντραμπάσο, φλάουτο, κλαρίνο, γκάιντα, πίπιζα, τύμπανο, τουμπερλέκι, ντέφι, αρμόνιο, φλογέρα, φυσαρμόνικα, ακορντεόν, ντραμς, τρομπόνι, τρίγωνο, λαούτο, λύρα, σαντούρι	μύγα, κουνούπι, ακρίδα, μυρμήγκι, μέλισσα, αράχνη, σκνίπα, σκαθάρι, κατσαρίδα, σκούρκος, σφήκα, σκόρος, δάκος, τριζόνι, τζιτζίκι, βρωμούσα, λιβελούλα, σκορπιός, μπάμπουρας, πασχαλίτσα, αλογάκι, κυφήνας, ψείρα, κοριός, τσιμπούρι	γλυκό, νόστιμο, αγάπη, ζεστασιά, θαλπωρή, φροντίδα, ομορφιά, φιλία, έρωτας, παρέα, διασκέδαση, χαρά, ευτυχία, ζωντάνια, καλοκαίρι, θάλασσα, λουλούδι, παιχνίδι, παγωτό, υγεία, ήλιος, ψυχαγωγία, μουσική, ζωή, ειρήνη	πόλεμος, θάνατος, θλίψη, πένθος, πίκρα, ζόφος, τσακωμός, διαφωνία, διαμάχη, μίσος, έχθρα, χωρισμός, αποχωρισμός, ορφάνια, φτώχια, ασθένεια, κακοκαιρία, θεομηνία, καρκίνος, γεράματα, ατύχημα, δυστύχημα, στρίμωγμα, ασφυξία, δυσκολία
original	anonymous	en_US1	Santa Fe, New Mexico, USA	gun, hammer, bow and arrow, slingshot, knife, pistol, axe, saw, rifle, shotgun, machine gun, bomb, grenade, pepper spray, anthrax, bayonet, dagger, club, nerve gas, shrapnel, improvised explosive device, missile, tomahawk, bazooka, catapult	daisy, sunflower, marigold, crocus, poppy, lotus, gardenia, peony, rose, lily, daffodil, dandelion, tulip, iris, carnation, orchid, pansy, mimosa, violet, buttercup, hyacinth, dahlia, hibiscus, honeysuckle, jasmine	guitar, flute, trombone, trumpet, violin, viola, cello, bass, banjo, yukelele, piano, keyboard, oboe, clarinet, drum, bassinet, bongo, accordion, bagpipes, harmonica, gong, tuba, xylophone, marimba, saxophone	bumblebee, honey bee, wasp, ladybug, mosquito, ant, fire ant, centipede, grasshopper, dragonfly, locus, cicada, termite, tick, praying mantis, cockroach, beetle, caterpillar, cricket, flea, fly, lice, earwig, horntail, firefly 	sunshine, mountains, air, stars, milk, chocolate, lovely, cozy, warmth, snow, hug, friend, family, love, beauty, sleep, pillow, laughter, calm, rest, comfort, connection, touch, snuggle, book	dark, gross, bitter, uncomfortable, shock, trauma, foul, scary, unknown, cold, alone, uncertain, nervous, anxious, stress, unsafe, mean, rude, bully, loud, abrasive, hurtful, angry, manipulative, arrogant
original	anonymous	en_US2	Sandwich, USA	gun, sword, knife, pistol, rifle, whip, taser, flail, club, baton, switchblade, cutlass, dagger, cannon, machine gun, butterfly knife, nunchucks, crossbow, scythe, AK-47, glock, bomb, Molotov cocktail, catapult, bow and arrow	hyacinth, daffodil, daisy, tulip, cosmo, pansy, petunia, lily, amaryllis, forsythia, hydrangea, sunflower, rose, bluebell, snowdrop, chrysanthemum, mum, poinsettia, crocus, baby's breath, wisteria, jasmine, peony, forget-me-not, violet	trumpet, saxophone, violin, viola, piccolo, flute, piano, keyboard, recorder, xylophone, drums, bongos, triangle, French horn, tuba, trombone, accordion, organ, lute, harp, bass, oboe, clarinet, cello, guitar	caterpillar, moth, dragonfly, butterfly, dung beetle, ant, wasp, hornet, yellow jacket, honeybee, pill bug, mite, flea, tick, stink bug, termite, weevil, cricket, grasshopper, praying mantis, ladybug, locust, aphid, cicada, roach	peace, love, kindness, compassion, justice, warmth, care, truth, empathy, humanity, cleanliness, family, tranquility, safety, stability, security, equality, respect, gentleness, creativity, independence, liberty, freedom, community, tolerance	war, destruction, violence, discrimination, hate, starvation, inequality, rape, incest, assault, torture, depression, harm, imperialism, racism, sexism, bigotry, homophobia, transphobia, ableism, chaos, poverty, classism, xenophobia, anti-intellectualism
