LANG	TYPE	WHO	VERSION	BIRTH PLACE	WEAPONS	FLOWERS	INSTRUMENTS	INSECTS	PLEASANT	UNPLEASANT
it18	original	anonymous	1.0	Bolzano vicentino, Italia	pistola, fucile, cannone, rivoltella, pugnale, mitragliatrice, lancia, sciabola, spada, baionetta, doppietta, lanciafiamme, mitra, mitraglietta, coltello, accetta, machete, lanciarazzi, fucile a pompa, scimitarra, bomba, bomba a mano, mina, granata, mortaio	rosa, giacinto, girasole, iris, calendula, bocca di leone, margherita, viola, papavero, giglio, primula, gladiolo, genziana, bucaneve, geranio, orchidea, ciclamino, dalia, garofano, bella di notte, tulipano, non ti scordar di me, stella alpina, fiordaliso, narciso	tromba, contrabbasso, pianoforte, chitarra, basso, batteria, flauto, violoncello, viola, sassofono, tamburo, grancassa, corno, trombone, violino, arpa, triangolo, flauto traverso, piatti, fisarmonica, armonica, oboe, clavicembalo, cembalo, timpano	mosca, zanzara, coleottero, ape, vespa, cimice, scarafaggio, ragno, millepiedi, moscerino, calabrone, zecca, pulce, piattola, scarabeo, pappatacio, cavalletta, grillo, grillotalpa, cervo volante, formica, cicala, lucciola, libellula, blatta	serenità, gioia, leggerezza, amore, spensieratezza, libertà, simpatia, calore, sorriso, sensibilità, gaiezza, letizia, semplicità, aperto, vasto, ampio, colorato, vario, movimentato, attivo, luminoso, bellezza, dolcezza, morbido, tenero	buio, malumore, tristezza, paura, rabbia, ira, chiuso, solitudine, assenza, freddo, pericolo, arrabbiato, ansia, timore, sospetto, sfiducia, calcolo, pigrizia, malizia, disprezzo, dubbio, scherno, derisione, insicurezza, debolezza
it19	original	anonymous	1.0	Viterbo, Italia	pistola, fucile, carabina, moschetto, lanciagranate, kalashnikov, mitra, mitragliatrice, doppietta, lupara, fionda, cerbottana, balestra, proiettili, taser, trappole, cannone, barda, acciarino, katara, revolver, elso, piastra, silenziatori, lanciafiamme	dente di leone, non ti scordar di me, rosa, girasole, margherita, ibisco, iris, violetta, petunia, papavero, ciclamino, geranio, ortensia, begonia, bucaneve, gelsomino, azalea, dalia, stella alpina, rododendro, fiordaliso, crisantemo, tulipano, garofano, glicine	flauto, clarinetto, tuba, trombone, arpa, tromba, clavicembalo, pianoforte, flicorno, oboe, sassofono, batteria, piatti, violino, viola, violoncello, contrabbasso, ottavino, fagotto, timpani, rullante, corno, grancassa, triangolo, sousafono	coccinella, farfalla, scarafaggio, mosca, cimice, zanzara, ape, vespa, formica, calabrone, libellula, mantide religiosa, falena, zecca, grillo, millepiedi, bruco, verme, ragno, scorpione, scarabeo, termite, pulce, cavalletta, icaro	musica, felicità, gioia, benessere, salute, aria, sorriso, vittoria, positività, estate, allegria, simpatia, affidabilità, amicizia, amore, parlare, curioso, educato, dolce, semplicità, forte, importante, leale, onesto, organizzato	cattivo, disonesto, disobbediente, tristezza, infelicità, antipatia, menefreghismo, ignoranza, ritardatario, altezzoso, fastidioso, aggressivo, violenza, insulto, bestemmia, collera, scorbutico, ripugnante, schiaffo, stupidità, egoismo, superficialità, infedeltà, cinico, disorganizzazione
it20	original	anonymous	1.0	Modena, Italia	coltello, arco, pistola, fucile da caccia, spada, fucile da cecchino, bomba, taser, manganello, stiletto, stocco, sciabola, missile, mina, cannone, arma biologica, bomba atomica, granata, mitragliatrice, spadone a due mani, spada lunga, spada corta, kunai, revolver, bomba a neutrini	margherita, viola, iris, lillà, crisantemo, rosa, camomilla, giglio, lavanda, tulipano, ranuncolo, calendula, bucaneve, camelia, azalea, geranio, glicine, garofano, peonia, loto, ibisco, fiordaliso, orchidea, papavero, stella alpina	flauto, chitarra classica, chitarra elettrica, chitarra acustica, pianoforte, pianola, tamburello, batteria, basso, violino, violoncello, clavicembalo, piatti, contrabbasso, liuto, lira, flauto traverso, clarinetto, fisarmonica, organo, ocarina, arpa, tromba, trombone, mandolino	farfalla, ape, zanzare, vespe, calabrone, millepiedi, scarafaggi, formiche, falene, moscerini, mosche, cavallette, grilli, coccinelle, forbici, blatte, insetti stecco, scarabeo, mantide, zecca, insetto della polvere, cimice, bruco, verme, formica	soleggiato, pace, quiete, compagnia, sereno, svago, gustoso, buono, tranquillo, caldo, morbido, spazioso, festivo, armonia, amore, felicità, emozione, mozzafiato, intelletto, chiaro, appropriato, fratellanza,  affetto, costruttivo,	litigio, sporco, malattia, ignoranza, perplessità, odio, rancore, morte, distruzione, diseguaglianza, disparità, omertà, disordine, ingiustizia, ricatto, approfittatore, delinquenza, malintenzionato, inerme, solitudine, follia, crudeltà, disonore, confusione,
it21	original	anonymous	1.0	Osimo, Italia	pistola, fucile, spada, coltello, doppietta, mitragliatrice, bomba, ascia, balestra, pugnale, sciabola, cannone, daga, martello, mazza da baseball, machete, tirapugni, molotov, granata, bomba a mano, mortaio, baionetta, lancia, arco, dinamite	margherita, rosa, viola, petunia, orchidea, ciclamino, gelsomino, geranio, fiore di loto, non ti scordar di me, dente di leone, stella alpina, papavero, iris, calendula, tulipano, rosa canina, camelia, girasole, camomilla, fiore di pesco, mimosa, narciso, primula, crisantemo	chitarra classica, chitarra elettrica, basso, batteria, contrabbasso, violino, violoncello, flauto, flauto traverso, pianoforte, pianola, tastiera, banjo, tromba, trombone, organetto, clarinetto, fisarmonica, armonica a bocca, triangolo, xylofono, nacchere, tamburo, gong, chitarra acustica	ragno, zanzara, mosca, ape, vespa, calabrone, bombo terrestre, cimice, scarabeo, cavalletta, grillo, mantide religiosa, bruco, lombrico, farfalla, falena, lucciola, coccinella, cervo volante, moscerino, formica, cicala, blatta, millepiedi, centopiedi	serenità, beatitudine, amore, gioia, felicità, lieto, relax, divertimento, coccole, amicizia, lealtà, indipendenza, benessere, risata, spensieratezza, leggerezza, positivo, gradevole, calma, tranquillità, successo, motivante, soddisfacente, energia, passione	tristezza, depressione, malattia, povertà, fame, imprigionato, pesantezza, spossato, inerme, inetto, agitazione, menzogna, tradimento, bugia, impotente, reietto, odio, antipatia, snob, egocentrico, egoista, narcisista, sleale, altezzoso, vanitoso
it22	original	anonymous	1.0	Repubblica di San Marino, San Marino	coltello, spada, pistola, fucile, cannone, mitragliatrice, pugnale, machete, carabina, granata, bomba, mina, gas nervino, arma chimica, arma biologica, arma nucleare, missile, mazza, veleno, lancia, arco e frecce, bazooka, balestra, catapulta, ascia	margherita, tulipano, rosa, non ti scordar di me, viola, fiordaliso, girasole, fiore di loto, lavanda, ortensia, stella alpina, iris, Garofalo, ginestra, ciclamino, campanula, violetta, peonia, giglio, gelsomino, mimosa, sambuco, calla, orchidea, geranio	flauto, liuto, triangolo, chitarra, batteria, violino, viola, clavicembalo, violoncello, fagotto, pianoforte, tastiera, basso, sassofono, arpa, flauto traverso, tromba, xilofono, maracas, armonica a bocca, fisarmonica, organo, ukulele, clarinetto, piatti	formica, calabrone, scarabeo, mosca, zanzara tigre, libellula, farfalla, cimice, ragno, ape, vespa, bombo, cervo volante, coccinella, cavalletta, grillo, mantide religiosa, cicala, locusta, tafano, falena, termite, blatta, scarafaggio, pidocchio	famiglia, amore, amicizia, abbraccio, bacio, carezza, profumo, buon cibo, musica, concerto, disegno, morbidezza, cartolina, regalo, sorpresa, caldo in inverno, fresco in estate, risata, bel film, fiore, camminata in montagna, passeggiata sulla spiaggia, chiacchierata, sensazione di sollievo, doccia	puzza, cibo andato a male, insetti, sporcizia, fatica, lavoro, sudore, pianto, malinconia, rabbia, rancore, obbligo, noia, attesa, ansia, esame, appuntamento dal dottore, burocrazia, rinuncia, ritardo, persona logorroica, imprevisto, scarsa memoria, maleducazione a tavola, no-vax
it23	original	anonymous	1.0	Carcare, Italia	spada, pistola, fucile, mazza, piccone, missile, mitragliere, bomba, pugnale, sciabola, coltello, lancia, balestra, granata, manganello, martello, baionetta, arco, bazooka, taser, picca, siluro, rivoltella, cerbottana, fionda	margherita, rosa, primula, fiordaliso, giglio, girasole, bucaneve, camomilla, calendula, biancospino, lavanda, ibisco, orchidea, gardenia, petunia, garofano, papavero, pervinca, tulipano, narciso, glicine, bocca di leone, giacinto, tarassaco, ortensia	flauto, basso, chitarra, tastiera, pianoforte, clavicembalo, percussioni, batteria, violino, triangolo, trombone, sassofono, armonica, arpa, contrabbasso, cornamusa, violoncello, mandolino, piffero, tromba, xilofono, clarinetto, organo, banjo, tuba	farfalla, formica, coleottero, ape, cicala, scarafaggio, lucciola, locusta, grillo, zanzara, falena, moscone, cavalletta, scorpione, vespa, mosca, mantide, termite, bombo, zanzara tigre, lumaca, insetto stecco, tarantola, coccinella, scarabeo	abbraccio, carezza, cibo, musica, relax, camminata, yoga, gentilezza, natura, cortesia, disponibilità, estroverso, film, concerto, lettura, dormita, bacio, sogno, sorriso, spensieratezza, tranquillità, luminoso, spazioso, leggerezza, comicità	maleducazione, indisponibilità, chiuso, scortesia, stanchezza, fame, sete, rabbia, dolore, tensione, sfiducia, scuro, pesantezza, serietà, dipendenza, antipatia, scontrosità, intimidatorio, aggressivo, scomodo, pioggia, neve, grandine, stretto, rotto
it24	original	anonymous	1.0	Bari, Italy	pistola, spada, ascia, mitragliatrice, fucile, lanciagranate, mitragliera, rivoltella, coltello, gladio, pugnale, machete, sciabola, spadino, manganello, lancia, stiletto, tridente, arco, balestra, catapulta, cannone, bomba, razzo, granata	rosa,margherita,tulipano, girasole, ortensia, giglio, viola, garofano, fiore di loto, calendula, malva, girano, gelsomino, melissa, tiglio, papavero, ciclamino, gardenia, iris, lavanda, peonia, violetta, primula, narciso, ibisco	chitarra,batteria, basso, flauto, violino, violoncello, arpa, pianoforte, sassofono, mandolino, tamburo, tromba, trombone, fisarmonica, clarinetto, oboe, organo, xilofono, bongo, cornamusa, cornamuto, liuto, nacchere, pipa, triangolo	mosca, zanzara, ape, moscone, coccinella, scarafaggio, farfalla, libellula, coleottero, falena, lucciola, scarabeo, cavalletta, mantide, grillo, formica, chiocciola, lumaca, vespa, tricottero, ragno, blatta, tarantola, scorpione, cicala	amore, passione, sole, mare, felicità, serenità, picnic, stella, abbraccio, bacio, coccola, carezza, sesso, elettrizzante, emozionante, emozione, gioia, soddisfazione, successo, amicizia, amico, famiglia, convivialità, ospitalità, ottimismo	pessimismo, morte, oscurità, tristezza, narcisismo, egoismo, egocentrismo, insoddisfazione, odio, guerra, conflitto, litigio, violenza, prepotenza, esuberanza, eccentrico, bullismo, vittimismo, collera, rabbia, paura, frustrazione, insuccesso, fallimento, incesto
it25	original	anonymous	1.0	Verona, Italy	daga, gladio, sciabola, macete, coltello da caccia, lancia, alabarda, martello, tridente, mazza chiodata, pistola, fucile a pompa, mitragliatore, bomba a mano, granata, lancia razzi, missili, katana, spada, doppietta, arco, balestra, catapulta, fionda, mazza	rosa, orchidea, gerbera, ginestra, betulle, mimose, margherite, campane, girasole, violetta, garofano, stelle di natale, crisantemo, lavanda, giglio, calla, ibisco, lillà, viola, papavero, gelsomino, vischio, quadrifogli, loto, camelia	flauto, batteria, clavicembalo, oboe, tromba, trombone, violino, violoncello, pianoforte, chitarra acustica, chitarra elettrica, ukulele, basso, contrabbasso, tastiera elettrica, triangolo, arpa, voce, xilofono, marimba, sassofono, fisarmonica, armonica, maracas, pianola	formica, ragno, mosca, zanzara, zanzara tigre, libellula, scarafaggio, coccinella, mantide, ape, vespa, calabrone, cimice, cavaletta, moscerino, grillo, lucciola, farfalla, insetto stecco, scorpione, falena, cicala, lumaca, pulce, coleottero	amore, domenica, fine settimana, cena romantica, vacanze, cibo, leggere, televisione, musica, cinema, teatro, insegnare, scrivere, parlare, sfogarsi, educare, viaggiare, altruismo, autostima, appagamento, aiutare, cucinare, filosofia, romaticismo, estate	dolore, pandemia, guerra, competizione, stress, pressione, povertà, impotenza, emarginazione, solitudine, indifferenza, orgoglio, egoismo, malattie, pericoli, ineguaglianza, discriminazione, funzionalismo, pena di morte, frenesia, depressione, incuranza, oppressione, avidità, brutto
it26	original	anonymous	3.0	Genova, Italia	rivoltella, scimitarra, daga, pugnale, coltello, spada, arco, freccia, mazza chiodata, machete, ascia, carabina, fucile, pistola, granata, bomba a grappolo, bomba atomica, bomba all'idrogeno, carro armato, lancia, catapulta, fionda, lanciafiamme, balestra, fioretto	rosa, viola del pensiero, violetta, nontiscordardime, ortensia, margherita, ranuncolo, papavero, magnolia, giglio, fior d'arancio, girasole, tulipano, cardo, ninfea, fiore di loto, elicriso, orchidea, campanula, narciso, dente di leone, bucaneve, geranio, gelsomino, crisantemo	pianoforte, dulcimer, xilofono, tromba, trombone, viola, violino, violoncello, contrabbasso, timpano, arpa, clavicembalo, tuba, corno francese, oboe, clarinetto, flauto dolce, flauto traverso, cetra, grancassa, triangolo, fagotto, controfagotto, sassofono, campane a vento	bruco, millepiedi, centopiedi, scorpione, libellula, tarantola, cavalletta, grillo, cicala, farfalla monarca, cavolaria, ditisco, onisco, scarabeo, formica, vedova nera, pulce, pidocchio, zecca, coccinella, mosca, zanzara, bombo, calabrone, ape	calma, pazienza, pace, serenità, equilibrio, amore, ordine, autocontrollo, introspezione, autocoscienza, autosufficienza, intraprendenza, resistenza, resilienza, dolcezza, tenerezza, espressività, creatività, perspicacia, armonia, freschezza, lucidità, gentilezza, coraggio, perseveranza	belligeranza, rabbia, repressione, invidia, competitività, gelosia, possessività, arroganza, supponenza, impazienza, indelicatezza, indiscrezione, pettegolezzo, ipocrisia, sporcizia, disordine, caos, disprezzo, disgusto, indignazione, paranoia, cinismo, codardia, parassitismo, proiezione
it27	original	anonymous	3.0	Enna, Italia	coltello, pistola, fucile, scopetta, tirapugni, cannone, missile, razzo, bomba, Beretta, ciabatta della nonna, coltello a serramanico, taglierino, spada, lanciamissili, carro armato, caccia, mazza chiodata, balestra, archibugio, mina, esplosivo, dinamite, carabina, lancia	geranio, rosa, fiordaliso, crisantemo, viola, papavero, girasole, lavanda, glicine, orchidea, petunia, garofano, finocchietto, parietarie, magnolia, margherita, fiore di loto, ranuncolo, tulipano, oppio, giglio, mimosa, zagare, fiore di pesco, iris	violino, viola, violoncello, contrabbasso, chitarra, basso, chitarra elettrica, batteria, percussioni, triangolo, xilofono, pianola, pianoforte, organo, flauto, clarinetto, oboe, flauto traverso, tromba, trombone, trombetta, fisarmonica, zampogna, corno francese, armonica	coccinella, grillo, scarafaggio, scarabeo, mosca, zanzara, coleottero, cicala, verme, lombrico,  libellula, cavalletta, locusta, vespa, ape, calabrone, bombo, cimici, forbicine, formica, scorpione, zanzara tigre, moscerini della frutta, lucciole, termiti	bello, stupendo, meraviglioso, profumato, buono, torta, arte, cibo, gioco, divertimento, correre, volare, mangiare, Natale, estate, compleanno, onomastico, famiglia, vacanza, relax, pizza, sogno, coppia, fidanzamento, libertà	brutto, cattivo, malvagio, esecrabile, lunghissimo, noioso, orribile, sinistra, incubo, vomito, malattia, cancro, licenziamento, interminabile, soffocante, sfortunato, morte, funerale, orfano, distruzione, terremoto, guerra, tremore, fine, fin di vita
ja1	original	anonymous	3.0	Osaka, Japan	刀, ナイフ, 拳銃, ライフル, ハンマー, 弓矢, 手榴弾, 槍, メリケンサック, 棍棒, 毒ガス, 毒薬, ダイナマイト, スタンガン, ボウガン, 斧, 矛, ヌンチャク, トンファー, ウイルス, パチンコ, マシンガン, 鞭, 鉤爪, 盾	チューリップ, ホウセンカ, バラ, 桜, 梅, カーネーション, ガーベラ, マリーゴールド, 蘭, リンドウ, ひまわり, タンポポ, キンモクセイ, アヤメ, パンジー, ヒヤシンス, ラフレシア, 石楠花, アサガオ, ハイビスカス, アジサイ, スズラン, スイセン, ユリ, コスモス	タンバリン, ギター, ヴァイオリン, ピアノ, ハーモニカ, 鉄琴, 木琴, 琴, マラカス, トライアングル, 太鼓, ラッパ, シンバル, ファゴット, フルート, クラリネット, ハープ, 三味線, チェロ, コントラバス, ウクレレ, ホルン, オーボエ, リコーダー, アコーディオン	ゴキブリ, カブトムシ, クワガタムシ, イナゴ, バッタ, 蜂, トンボ, 蝶, 蛾, タマムシ, カメムシ, カマキリ, ホタル, カナブン, マツムシ, コオロギ, 鈴虫, カミキリムシ, セミ, アリ, ハエ, 蚊, テントウムシ, ゾウムシ, アブ	食事, ゲーム, 漫画, 筋力トレーニング, 野球, スポーツ観戦, 料理, テレビ鑑賞, 映画鑑賞, 旅行, ランニング, 釣り, 談笑, 自転車, 車の運転, 散歩, カラオケ, 読書, 飲酒, 鬼ごっこ, 水泳, サッカー, キャンプ, 卓球, テニス	研究, 勉強, 喧嘩, まずいご飯を食べること, 睡眠不足, 病気になる, 寒い, 暑い, 留年, 受験, トイレを我慢する, 親族が亡くなる, 怒られる, 他人に偉そうに指示される, 遅刻, 二日酔い, ケガをする, 渋滞, 頭が痛い, 人前で話す, お金がなくなる, 締め切りに追われる, 就職活動, アルバイト, 労働
ko1	original	anonymous	1.0	Chungju, Korea	활, 화살, 창, 검, 도, 칼, 철퇴, 쇠뇌, 채찍, 대포, 화차, 신기전, 애기살, 거북선, 장갑차, 기관총, 소총, 권총, 방패, 갑옷, 박격포, 쌍절곤, 탱크, 전투기, 어뢰	장미, 무궁화, 백합, 코스모스, 해바라기, 민들레, 라일락꽃, 아카시아꽃, 진달래, 매화, 난초,국화, 개나리, 벚꽃, 동백꽃, 도라지꽃, 카네이션, 봉선화, 배꽃, 연꽃, 모란, 복숭화꽃, 할미꽃, 달맞이꽃, 안개꽃	피아노, 첼로, 바이올린, 비올라, 콘트라베이스, 기타, 드럼, 베이스기타, 키보드, 색소폰, 해금, 가야금, 태평소, 생황, 아쟁, 장구, 북, 꽹과리, 징, 거문고, 클라리넷, 트럼펫, 트럼본, 플루트, 리코더	바퀴벌레, 잠자리, 개미, 벌, 흰개미, 무당벌레, 노린재, 말벌, 반딧불이, 대벌레, 나비, 하늘소, 장수풍뎅이, 사마귀, 베짱이, 꼽등이, 땅벌, 여치, 귀뚜라미, 초파리, 사슴벌레, 나방, 매미, 소금쟁이, 하루살이	아름답다, 친절하다, 귀엽다, 편안하다, 따뜻하다, 시원하다, 재미있다, 안전하다, 건강하다, 알맞다, 침대, 소파, 맛있다, 멋있다, 샤워, 목욕, 사이다, 깨끗하다, 치킨, 고요하다, 친구, 가족, 맑다, 감사, 사랑	나쁘다, 불편하다, 더럽다, 화, 슬프다, 짜증난다, 배고프다, 힘들다, 피곤하다, 냄새, 땀, 똥, 오줌, 원수, 꼴찌, 왕따, 지루하다, 쓰다, 실패, 실망, 이별, 질병, 벌레, 바퀴벌레, 꼽등이
lb1	original	anonymous	1.0	Colmar-Berg, Luxembourg	Revolver, Flënt, Gewier, Kanoun, Kolt, Granat, Rakéit, Karabbiner, Schwert, Feil a Bou, Messer, Baseballschléier, Täschëmesser, Bomm, Peitsch, Handgranat, Maschinnegewier, Briechstaang, Pefferspray, Säwel, Degen, Béngel, Bräileffël, Fäuscht, Greef	Rous, Maargréitschen, Veilchen, Pissblumm, Tulp, Sonnëblummen, Schnéigläckchen, Botterblumm, Päischtrous, Klatschmohn, Chrysanthème, Hortense, Ouschterblumm, Orchidee, Aarmenäerchen, Hyazinth, Chrëschtrous, Muttergottesschéngelchen, Märéischen, Gënz, Begonien, Alpenveilchen, Edelweiss, Enzian, Lavendel	Gei, Guitar, Saxophon, Benjo, Tromm, Elekrtësch Guitar, Clarinette, Querflütt, Flütt, Trompett, Piano, Uergel, Harmonium, Fligel, Harf, Kontrabass, Triangel, Fagott, Horn, Alphorn, Harmonica, Violinn, Panflütt, Ziharmonika, Cello	Spann, Flou, Méck, Bei, Päiperléck (Pimpampel), Mustik, Ourëschlëffer, Skorpioun, Seechommes, Hummel, Räup, Wuerm, Heesprénger, Grill, Mued, Harespel, Beel, Himmelsdéierchen, Käfer, Schleeck, Gromperëkierwerléck, Matt, Horniss, Läus, Libell	frëndléch, léif, fein, hëllefsbereed, Freed, glécklech, Glécklëchkeet, Hëllef, Respekt, fläisseg, räich, gescheit, Manéieren, laachen, schéin, iessen, drénken, Famill, Frënn, Fräiheet, Sonn, sangen, danzen, Hausdéier, beweegen	béis, ällen, egoïstësch, granzeg, Kräischen, vernannt, Schloën, Ligen, knaschtëg, Stoussen, Ongléck, Wéih, Falen, gebrach, Isolatioun, agespaart, Klauen, gefault, Faulheet, Hänselen, Reen, aarm, krank, péngëschen, Krich
mg1	original	anonymous	3.0	-, Madagascar	basy,saboa,antsy,sabatra,famaky,lefona,antsy goro,poleta,tafondro,antsy bilona,filesy,andohalambo,tsofa rojo,karavasy,tantanana,grenady,tsindrona,mesa bory,tsakoa,balafomanga,dinamita,mesom-bary,tanky,bomba,bomba mandatsa-dranomaso	mimoza,raozy,poppy,orkide,allamandas,frangipani,lisy,benja,azalea,jasiminy,vohirana,taindelo-tsinoa,geranium,iris,begonia,madagasikara,kasia,vorona paradisa,vonikazo lotus,lilia,fetibe,dahlias,camellia,vonikazon'ny filana,tulips	valiha,gitara,amponga,sodina,farara,orga,angorodao,jejivoatavo,korintsina,kabosy,kasodina,trompetra,piano,kapoka,lokanga,kaiamba rambo,lamako,anatranatrana,hazolahy,dokanga,lokangabe,kabiry,tsikadraha,xylophone,soly	moka,lalitra,kadradraka,parasy,angidina,lolo,valala,hao,vitsika,renitantely,fanaingitra,voangory,bora,bonika,voangory tay,koroko,faraka,famakiloha,bambara,rafangetotra,voana,jorery,angôka,kongona,lalitr'omby	fitiavana,fihavanana,hafaliana,tsiky,fahafinaretana,fifanampiana,namana,ravo,milamina,tsara,manitra,madio,fialan-tsasatra,fakan-drivotra,fahalalana,fahendrena,fiadanana,fianakaviana,safosafo,tambitbamby,lanitra,mahafinaritra,fahatanoràna,volana,kintana	fijaliana,tazo,aretina,kere,faty,fahoriana,voina,loza,ady,korontana,ratsy,maimbo,maloto,tomany,haintany,haizina,tamaina,alahelo,tody,ratra,fery,daroka,fianjerana,fifandonana,fifamaliana
mr1	original	anonymous	1.0	Pune, India	बंदूक, तोफ, धनुष्यबाण, गोफण, भाला, लाठी, खंजीर, तलवार, बॉम्ब, क्षेपणास्त्र, रॉकेट, पिस्तूल, चाकू, कुऱ्हाड, हातोडा, दांडपट्टा, चक्र, टँक, ढाल, चिलखत, किरपण, वज्र, गदा, ग्रेनेड, त्रिशूल	गुलाब, कमळ, मोगरा, झेंडू, जास्वंद, जरबेरा, बोगनवेल, तगर, जुई, रातराणी, चाफा, शेवंती, निशिगंध, चंपा, गुलमोहर, बकुळ, सदाफुली, सूर्यफूल, अबोली, कृष्णकमळ, कुंदा, पारिजातक, केवडा, कण्हेर, घाणेरी	चिपळ्या, बासरी, झांन्ज, घंटा, वीणा, पेटी, मृदंग, डफली, तबला, पखावज, सनई, तंबोरा, सतार, जलतरंग, ढोल, ताशा, खंजीरी, तुतारी, सारंगी, शिट्टी, गिटार, डुगडुगी, बाजा, शंख, सरोद	मुंगी, ढेकूण, फुलपाखरू, कोळी, झुरळ, भोंगा, माशी, ऊ, डास, नाकतोडा, गोम, गोगलगाय, मधमाशी, गांधीरमाशी, विंचू, चतुर, पिसू, काजवा, पतंग, जडू, वाळवी, सुरवंट, मुंगळा, चिलटं, अळी	संगीत, नृत्य, आराम, अन्न, कुटुंब, व्यायाम, ताजेपणा, गोडवा, कोवळे गवत, निवांत अंघोळ, कॉफी, चहा, सरबत, पुस्तक, मिठी, मित्र, सूर्योदय, सूर्यास्त, ध्यान, चॉकलेट, आळस, रविवार, तारे निरीक्षण, वाढदिवस, स्वच्छता	गोंगाट, डोकेदुखी, आजार, भूक, एकटेपणा, लठ्ठपणा, कंटाळा, कडू, दुर्गंध, घाइ, एरंडेल, अभ्यास, चिंता, अंधार, घोळ, कचरा, सोमवार, मृत्यू, युद्ध, गरिबी, काटे, केस गळणे, ईजा, कुजलेला, शत्रुत्व
nl1	original	anonymous	1.0	Eindhoven, Netherlands	zwaard, knuppel, bijl, mes, steekwapen, pistool, geweer, automatisch geweer, speer, pijl en boog, revolver, luchtbuks, raket, boksbeugel, dolk, katapult, machinegeweer, kanon, granaat, mijn, torpedo, mortier, slinger, vlammenwerper, zwaard	roos, tulp, narcis, krokus, hyacint, lelie, gerbera, lavendel, margriet, pioenroos, chrysant, zonnebloem, iris, agapanthus, gipskruid, ranonkel, blauwe druifjes, anthurium, korenbloem, kangaroepootjes, distel, paardebloem, seringebloesem, viool, klaproos	trommel, fluit, dwarsfluit, blokfluit, gitaar, viool, piano, keyboard, panfluit, xylofoon, triangel, elektrische gitaar, luit, bas, tamboerijn, pauk, cello, contrabas, tuba, klarinet, saxofoon, klavecimbel, orgel, accordeon, trompet	vlieg, mier, mug, bij, wesp, slak, naaktslak, tor, vlinder, kever, mestkever, lieveheersbeestje, vliegend hert, sprinkhaan, duizendpoot, miljoenpoot, oorwurm, worm, regenworm, spin, kruisspin, libelle, zilvervisje, vlooi, pissebed	mooi, aardig, lief, leuk, interessant, knuffel, muziek, warmte, bos, sport, genegenheid, gezellig, zoen, kus, huis, kunst, museum, post, brief, film, liefde, kalmte, eten, landschap, vrolijk	oorlog, stress, woede, geweld, boos, lelijk, woedend, vies, eng, slecht, pijn, vlees, ziek, ziekte, monster, armoede, tekort, gewond, vlucht, onzekerheid, misbruik, racisme, seksisme, depressie, aanslag
nl2	original	anonymous	1.0	Vierlingsbeek, the Netherlands	pistool, mes, knuppel, geweer, luchtbuks, kanon, zwaard, dolk, degen, harpoen, jachtgeweer, ninjaster, bazooka, vlammenwerper, afweergeschut, antitankgeschut, landmijn, raket, bom, bajonet, boksbeugel, pijl en boog, musket, sabel, zweep	roos, margriet, tulp, klaproos, anjer, krokus, narcis, lelie, orchidee, sneeuwklokje, fuchsia, paardebloem, boterbloem, blauwe druif, amaryllis, gerbera, passiebloem, iris, zonnebloem, pioen, oleander, vergeet-mij-nietje, koolzaad, dahlia, aster	gitaar, piano, viool, contrabas, orgel, keyboard, trompet, trombone, trommel, drumstel, harp, hoorn, pauk, triangel, blokfluit, dwarsfluit, hobo, klarinet, xylofoon, accordeon, piccolo, doedelzak, tuba, cello, castagnetten	bij, wesp, tor, kever, pissebed, kakkerlak, teek, mijt, vlinder, vlieg, fruitvlieg, made, worm, pier, slak, naaktslak, mot, mug, bromvlieg, krekel, sprinkhaan, schrijvertje, daas, mier, termiet	lief, vrolijk, blij, geluk, zonnig, aardig, vrij, vrede, lach, grap, samenzijn, feest, barbecue, plezier, verjaardag, vakantie, uitslapen, sport, spel, uitje, hoop, hulpvaardigheid, schoonheid, zorgeloosheid, vriendschap	oorlog, aanslag, terrorisme, woede, angst, boosheid, ruzie, geschreeuw, ontslag, pijn, haat, verdriet, dood, verlies, afscheid,wantrouwen, inhaligheid, corruptie, ziekte, arrogantie, regen, storm, armoede, honger, wreedheid
